Customer Success,Aaron Powell,Detail,2,4211039.03000000,2105519.51500000
Customer Success,Adam Coleman,Detail,3,3033984.06000000,1011328.02000000
Customer Success,Agnes Farrell,Detail,5,7360399.26050000,1472079.85210000
Customer Success,Aida Lindsey,Detail,1,1128892.53000000,1128892.53000000
Customer Success,Alan Castillo,Detail,1,1953435.66000000,1953435.66000000
Customer Success,Alan Pierce,Detail,2,2774029.42000000,1387014.71000000
Customer Success,Alexander Gray,Detail,4,3345066.61500000,836266.65375000
Customer Success,Amy Morris,Detail,2,1175593.82000000,587796.91000000
Customer Success,Andre Hampton,Detail,1,1800177.39600000,1800177.39600000
Customer Success,Andrea Reyes,Detail,3,2741141.85800000,913713.95266666
Customer Success,Angelo Pacheco,Detail,6,9261994.20900000,1543665.70150000
Customer Success,Anna Sherman,Detail,1,263063.92000000,263063.92000000
Customer Success,Annie Carroll,Detail,1,277010.97000000,277010.97000000
Customer Success,Antonia Brennan,Detail,1,1746099.75000000,1746099.75000000
Customer Success,Arthur Cole,Detail,3,3380445.33000000,1126815.11000000
Customer Success,Austin Harper,Detail,1,1143863.64000000,1143863.64000000
Customer Success,Beatrice Olsen,Detail,3,8803936.14350000,2934645.38116666
Customer Success,Becky Ericksen,Detail,3,3614174.43000000,1204724.81000000
Customer Success,Benjamin Ward,Detail,1,1639105.83000000,1639105.83000000
Customer Success,Bennie Duffy,Detail,5,5827729.75000000,1165545.95000000
Customer Success,Bertha Rivas,Detail,1,542282.83000000,542282.83000000
Customer Success,Billy Hawkins,Detail,2,3123029.62000000,1561514.81000000
Customer Success,Bobbie Mccarty,Detail,2,3704912.43000000,1852456.21500000
Customer Success,Brandon Kim,Detail,5,3371799.75000000,674359.95000000
Customer Success,Brian Nelson,Detail,1,1870254.57500000,1870254.57500000
Customer Success,Byron Madden,Detail,1,339132.07350000,339132.07350000
Customer Success,Calvin Ortega,Detail,1,384227.87000000,384227.87000000
Customer Success,Carroll Bullock,Detail,1,4949999.50000000,4949999.50000000
Customer Success,Catherine Hughes,Detail,2,256175.82300000,128087.91150000
Customer Success,Cathleen Rosario,Detail,3,4803051.13000000,1601017.04333333
Customer Success,Cecelia Becker,Detail,3,4730601.14000000,1576867.04666666
Customer Success,Cecilia Brock,Detail,3,5040951.25000000,1680317.08333333
Customer Success,Cesar Parrish,Detail,1,1163377.66000000,1163377.66000000
Customer Success,Chelsea Oliver,Detail,2,1506866.47000000,753433.23500000
Customer Success,Christina Ellis,Detail,5,7466703.23000000,1493340.64600000
Customer Success,Clara Maldonado,Detail,2,5388965.36000000,2694482.68000000
Customer Success,Clark Doyle,Detail,2,2655807.46000000,1327903.73000000
Customer Success,Clifton Blackburn,Detail,4,6174048.85850000,1543512.21462500
Customer Success,Cole Bennett,Detail,1,797736.59000000,797736.59000000
Customer Success,Colleen Russell,Detail,1,13001.99000000,13001.99000000
Customer Success,Connie Gross,Detail,2,331876.65000000,165938.32500000
Customer Success,Connor Ortiz,Detail,1,3385763.64000000,3385763.64000000
Customer Success,Corey Howell,Detail,1,93858.53000000,93858.53000000
Customer Success,Corinne Tyler,Detail,1,251435.88000000,251435.88000000
Customer Success,Cyrus Fuentes,Detail,4,3012647.48000000,753161.87000000
Customer Success,Daniel Lee,Detail,3,3745872.44100000,1248624.14700000
Customer Success,Dante Herman,Detail,3,1866316.85800000,622105.61933333
Customer Success,Dante Wilcox,Detail,1,155363.65450000,155363.65450000
Customer Success,Daren Booth,Detail,4,5074657.98000000,1268664.49500000
Customer Success,Darin Pena,Detail,2,1284167.64000000,642083.82000000
Customer Success,Darlene Simon,Detail,1,991708.57000000,991708.57000000
Customer Success,Darlene Soto,Detail,2,1055171.62000000,527585.81000000
Customer Success,Darnell Sharp,Detail,1,1444079.76000000,1444079.76000000
Customer Success,Daron Hess,Detail,1,2854475.64000000,2854475.64000000
Customer Success,Daryl Larsen,Detail,1,1272725.73000000,1272725.73000000
Customer Success,Dave Quinn,Detail,3,5569573.18000000,1856524.39333333
Customer Success,Deborah Mitchell,Detail,1,2671477.59000000,2671477.59000000
Customer Success,Debra Bennett,Detail,1,1938173.79000000,1938173.79000000
Customer Success,Denise Grant,Detail,1,1069969.78000000,1069969.78000000
Customer Success,Denise Lawrence,Detail,1,1214579.85000000,1214579.85000000
Customer Success,Dewayne Solis,Detail,1,22316.57000000,22316.57000000
Customer Success,Dixie Potter,Detail,2,2030358.87200000,1015179.43600000
Customer Success,Dolly Lambert,Detail,2,233677.65000000,116838.82500000
Customer Success,Dolores Pena,Detail,2,2027031.10250000,1013515.55125000
Customer Success,Don Morse,Detail,2,2961887.43000000,1480943.71500000
Customer Success,Donald Lewis,Detail,1,700496.79000000,700496.79000000
Customer Success,Donovan Morse,Detail,5,5595001.79650000,1119000.35930000
Customer Success,Dora Acosta,Detail,6,8844722.42050000,1474120.40341666
Customer Success,Dorian Serrano,Detail,2,1785120.30050000,892560.15025000
Customer Success,Doris Orr,Detail,1,995462.73000000,995462.73000000
Customer Success,Dwayne Conway,Detail,3,1266934.14700000,422311.38233333
Customer Success,Eddie Barber,Detail,1,1685150.73000000,1685150.73000000
Customer Success,Edwin Donaldson,Detail,3,3546505.27000000,1182168.42333333
Customer Success,Effie Hale,Detail,1,677735.64000000,677735.64000000
Customer Success,Elena Lyons,Detail,1,3736571.58000000,3736571.58000000
