1,,Jeannie Krause,jeannie.krause1@corp.com,Marketing,Engineer,155385.00,2019-08-15,,1,5,"<Employee><Skills><Skill level=""Expert"">Python</Skill><Skill level=""Advanced"">Docker</Skill><Skill level=""Intermediate"">Vue</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>Scrum Master</Cert></Certifications></Employee>",,0x0000000000001B90,2026-08-12 20:04:11,2026-08-12 20:04:11
2,1,Tyler Foster,tyler.foster2@corp.com,Operations,Specialist,116740.00,2023-02-22,,1,1,"<Employee><Skills><Skill level=""Expert"">T-SQL</Skill><Skill level=""Advanced"">Kubernetes</Skill><Skill level=""Intermediate"">Node.js</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>Scrum Master</Cert></Certifications></Employee>",,0x0000000000001B91,2026-08-12 20:04:11,2026-08-12 20:04:11
3,1,Raymond Ruiz,raymond.ruiz3@corp.com,Legal,VP,247336.00,2017-12-10,,1,4,"<Employee><Skills><Skill level=""Expert"">T-SQL</Skill><Skill level=""Advanced"">PowerShell</Skill><Skill level=""Intermediate"">React</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>PMP</Cert></Certifications></Employee>",,0x0000000000001B92,2026-08-12 20:04:11,2026-08-12 20:04:11
4,1,Dewayne Trevino,dewayne.trevino4@corp.com,Operations,Coordinator,175508.00,2025-11-01,,1,1,"<Employee><Skills><Skill level=""Expert"">Data Modeling</Skill><Skill level=""Advanced"">PowerShell</Skill><Skill level=""Intermediate"">Vue</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>CISSP</Cert></Certifications></Employee>",,0x0000000000001B93,2026-08-12 20:04:11,2026-08-12 20:04:11
5,1,Esperanza Middleton,esperanza.middleton5@corp.com,Legal,Coordinator,117084.00,2019-09-29,,1,4,"<Employee><Skills><Skill level=""Expert"">Data Modeling</Skill><Skill level=""Advanced"">Kubernetes</Skill><Skill level=""Intermediate"">Vue</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>MCSE</Cert></Certifications></Employee>",,0x0000000000001B94,2026-08-12 20:04:11,2026-08-12 20:04:11
6,1,Gary Stewart,gary.stewart6@corp.com,Finance,Engineer,125911.00,2021-03-16,,1,5,"<Employee><Skills><Skill level=""Expert"">Cloud Architecture</Skill><Skill level=""Advanced"">Azure</Skill><Skill level=""Intermediate"">Vue</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>PMP</Cert></Certifications></Employee>",,0x0000000000001B95,2026-08-12 20:04:11,2026-08-12 20:04:11
7,1,Wayne Wagner,wayne.wagner7@corp.com,Finance,Specialist,160340.00,2024-02-20,,1,1,"<Employee><Skills><Skill level=""Expert"">T-SQL</Skill><Skill level=""Advanced"">Kubernetes</Skill><Skill level=""Intermediate"">Go</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>MCSE</Cert></Certifications></Employee>",,0x0000000000001B96,2026-08-12 20:04:11,2026-08-12 20:04:11
8,1,Rocco Parrish,rocco.parrish8@corp.com,Engineering,Specialist,158770.00,2017-12-20,,1,2,"<Employee><Skills><Skill level=""Expert"">Cloud Architecture</Skill><Skill level=""Advanced"">Docker</Skill><Skill level=""Intermediate"">Vue</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>MCSE</Cert></Certifications></Employee>",,0x0000000000001B97,2026-08-12 20:04:11,2026-08-12 20:04:11
9,1,Miriam Berg,miriam.berg9@corp.com,Engineering,Coordinator,115552.00,2025-04-13,,1,1,"<Employee><Skills><Skill level=""Expert"">T-SQL</Skill><Skill level=""Advanced"">PowerShell</Skill><Skill level=""Intermediate"">Angular</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>MCSE</Cert></Certifications></Employee>",,0x0000000000001B98,2026-08-12 20:04:11,2026-08-12 20:04:11
10,1,Joe Kim,joe.kim10@corp.com,Engineering,VP,75063.00,2022-01-15,,1,4,"<Employee><Skills><Skill level=""Expert"">C#</Skill><Skill level=""Advanced"">Kubernetes</Skill><Skill level=""Intermediate"">Go</Skill><Skill level=""Advanced"">Project Management</Skill></Skills><Certifications><Cert>PMP</Cert></Certifications></Employee>",,0x0000000000001B99,2026-08-12 20:04:11,2026-08-12 20:04:11
