Aaron Powell,2026-08-12 20:04:44.475626,3750047.52000000,5066633.11800000,1,256906.93000000,2217613.77000000
Aaron Powell,2026-08-12 20:04:51.496339,2217613.77000000,7284246.88800000,2,3750047.52000000,460991.51000000
Aaron Powell,2026-08-12 20:04:37.852804,756944.65000000,756944.65000000,3,,2254.09800000
Aaron Powell,2026-08-12 20:04:54.508394,460991.51000000,7745238.39800000,4,2217613.77000000,210491.97000000
Aaron Powell,2026-08-12 20:04:41.290272,300479.92000000,1059678.66800000,5,2254.09800000,256906.93000000
Aaron Powell,2026-08-12 20:04:41.975163,256906.93000000,1316585.59800000,6,300479.92000000,3750047.52000000
Aaron Powell,2026-08-12 20:04:55.026499,210491.97000000,7955730.36800000,7,460991.51000000,
Aaron Powell,2026-08-12 20:04:39.458888,2254.09800000,759198.74800000,8,756944.65000000,300479.92000000
Abraham Pitts,2026-08-12 20:04:36.988608,2542007.96850000,3216432.88850000,1,228104.97000000,674330.79000000
Abraham Pitts,2026-08-12 20:04:50.818659,1148060.83000000,9158891.45850000,2,509201.91000000,
Abraham Pitts,2026-08-12 20:04:42.252270,1074163.72000000,5200490.92850000,3,235563.53000000,520389.90000000
Abraham Pitts,2026-08-12 20:04:44.361234,986489.70000000,7007835.07850000,4,300464.55000000,27119.76000000
Abraham Pitts,2026-08-12 20:04:37.563276,674330.79000000,3890763.67850000,5,2542007.96850000,235563.53000000
Abraham Pitts,2026-08-12 20:04:42.904622,520389.90000000,5720880.82850000,6,1074163.72000000,300464.55000000
Abraham Pitts,2026-08-12 20:04:50.708704,509201.91000000,8010830.62850000,7,4183.96000000,1148060.83000000
Abraham Pitts,2026-08-12 20:04:34.459054,446319.95000000,446319.95000000,8,,228104.97000000
Abraham Pitts,2026-08-12 20:04:49.795153,443495.94000000,7497444.75850000,9,18993.98000000,4183.96000000
Abraham Pitts,2026-08-12 20:04:43.867483,300464.55000000,6021345.37850000,10,520389.90000000,986489.70000000
Abraham Pitts,2026-08-12 20:04:38.705780,235563.53000000,4126327.20850000,11,674330.79000000,1074163.72000000
Abraham Pitts,2026-08-12 20:04:36.331113,228104.97000000,674424.92000000,12,446319.95000000,2542007.96850000
Abraham Pitts,2026-08-12 20:04:44.418432,27119.76000000,7034954.83850000,13,986489.70000000,18993.98000000
Abraham Pitts,2026-08-12 20:04:48.766068,18993.98000000,7053948.81850000,14,27119.76000000,443495.94000000
Abraham Pitts,2026-08-12 20:04:50.305094,4183.96000000,7501628.71850000,15,443495.94000000,509201.91000000
Adam Coleman,2026-08-12 20:04:53.381335,2529837.63000000,9929218.99400000,1,776279.85000000,472469.95000000
Adam Coleman,2026-08-12 20:04:37.538816,1895324.75000000,3502201.09000000,2,792811.66000000,1163377.66000000
Adam Coleman,2026-08-12 20:04:54.414535,1280304.87000000,11681993.81400000,3,472469.95000000,
Adam Coleman,2026-08-12 20:04:42.586616,1163377.66000000,4665578.75000000,4,1895324.75000000,148262.04050000
Adam Coleman,2026-08-12 20:04:48.043861,960867.53000000,6623101.51400000,5,664647.92000000,776279.85000000
Adam Coleman,2026-08-12 20:04:36.249560,792811.66000000,1606876.34000000,6,247046.97000000,1895324.75000000
Adam Coleman,2026-08-12 20:04:48.460011,776279.85000000,7399381.36400000,7,960867.53000000,2529837.63000000
Adam Coleman,2026-08-12 20:04:46.299260,664647.92000000,5662233.98400000,8,183745.27350000,960867.53000000
Adam Coleman,2026-08-12 20:04:54.357273,472469.95000000,10401688.94400000,9,2529837.63000000,1280304.87000000
Adam Coleman,2026-08-12 20:04:35.886757,442823.92000000,567017.71000000,10,124193.79000000,247046.97000000
Adam Coleman,2026-08-12 20:04:36.119073,247046.97000000,814064.68000000,11,442823.92000000,792811.66000000
Adam Coleman,2026-08-12 20:04:44.108299,183745.27350000,4997586.06400000,12,148262.04050000,664647.92000000
Adam Coleman,2026-08-12 20:04:43.773597,148262.04050000,4813840.79050000,13,1163377.66000000,183745.27350000
