3,Raymond Ruiz,2026,,,150611.89000000,
4,Dewayne Trevino,2026,,,3660005.16000000,
5,Esperanza Middleton,2026,,,2583476.55000000,
6,Gary Stewart,2026,,,1580043.60500000,
9,Miriam Berg,2026,,,1704200.79000000,
10,Joe Kim,2026,,,242741.88000000,
12,Ashley Robinson,2026,,,1281733.68000000,
13,Olive Bean,2026,,,3222856.20900000,
15,Tommy Oneal,2026,,,312064.95000000,
19,Ryan Cruz,2026,,,257559.72000000,
23,Elvira Mclean,2026,,,2950455.69000000,
24,Kevin Green,2026,,,1373449.74000000,
25,Ollie Paul,2026,,,1391544.61000000,
26,Winifred Bender,2026,,,97715.83000000,
27,Patricia Davis,2026,,,3558933.32000000,
28,Rufus Sutton,2026,,,75885.62000000,
29,Bonnie Hale,2026,,,1844985.78000000,
30,Darlene Soto,2026,,,34505.91000000,
33,Sondra Bean,2026,,,193913.98000000,
34,Doris Orr,2026,,,718176.69000000,
35,Salvador Larsen,2026,,,4548533.25000000,
36,Esperanza Middleton,2026,,,854229.89000000,
37,Lillian Berry,2026,,,938463.68000000,
38,Lena Aguilar,2026,,,1119711.56000000,
39,Tracey Johnston,2026,,,2166975.30000000,
40,Arlene Moon,2026,,,4758799.50000000,
41,Corey Howell,2026,,,167880.93000000,
42,Rolando Herman,2026,,,3274687.62000000,
46,Scott Howard,2026,,,2027889.51000000,
47,Nelson Huff,2026,,,267539.88000000,
51,Jodie Wiggins,2026,,,3460137.52000000,
52,Paula Wheeler,2026,,,2362087.26000000,
54,Mateo Sherman,2026,,,1889439.60000000,
55,Christian Carpenter,2026,,,909760.72050000,
56,Matthew Thompson,2026,,,2037347.69400000,
57,Brittany Arnold,2026,,,407910.62250000,
59,Brittany Arnold,2026,,,1400993.58000000,
61,Johnnie Valencia,2026,,,1467218.83000000,
63,Roger Gibson,2026,,,983438.70000000,
64,Nicholas Morales,2026,,,1065830.79000000,
67,Steven Walker,2026,,,1846409.70000000,
70,Joyce Butler,2026,,,5041265.88150000,
71,Teresa Alexander,2026,,,2008911.54000000,
72,Bobby Cervantes,2026,,,5032750.37500000,
73,Candy Wolf,2026,,,4725749.50000000,
74,Lamont Velez,2026,,,3141183.68000000,
75,Cyrus Fuentes,2026,,,4238478.99000000,
76,Kristine Ashley,2026,,,3376849.55000000,
80,Manuel Klein,2026,,,3310899.32000000,
81,Stella Delgado,2026,,,3947047.22000000,
82,Bettie Berg,2026,,,1331599.80000000,
84,Dorothy Flores,2026,,,966839.80000000,
85,Nettie Buckner,2026,,,1487599.50000000,
87,Myron Sexton,2026,,,1299087.84000000,
89,Paul Allen,2026,,,5550023.04000000,
90,Verna Krause,2026,,,366963.96000000,
91,Jason Evans,2026,,,2039344.65000000,
92,Arthur Cole,2026,,,3274509.54000000,
93,Esperanza Middleton,2026,,,804473.74500000,
96,Ramon Velez,2026,,,1576527.28000000,
98,Rosalind Pena,2026,,,391639.90000000,
102,Carl Wallace,2026,,,1649575.73000000,
104,Mateo Sherman,2026,,,2826899.55000000,
106,Eula Lindsey,2026,,,2146605.78000000,
107,Gabriel Spencer,2026,,,1876082.67000000,
110,Myrtle Yates,2026,,,3260939.66000000,
112,Lowell Gates,2026,,,58948.82000000,
114,Claudia Kinney,2026,,,3246174.59000000,
115,Joe Kim,2026,,,1531807.84000000,
116,Joseph Gonzalez,2026,,,4512299.50000000,
117,Dianne Potter,2026,,,4690577.49000000,
119,Noah Hart,2026,,,1278815.79000000,
120,Andre Hampton,2026,,,188008.65450000,
121,Ryan Cruz,2026,,,1620847.52000000,
123,Jeannette Norton,2026,,,5422817.47700000,
124,Angelo Nolan,2026,,,179043.83000000,
126,Jose Sullivan,2026,,,3748490.52000000,
130,Hilda Blake,2026,,,332099.95000000,
132,Doris Orr,2026,,,3414323.63000000,
133,Aurora Andersen,2026,,,1351373.60000000,
134,Donald Lewis,2026,,,1181707.65000000,
135,Patsy Glover,2026,,,1889975.42000000,
136,Ruby Stone,2026,,,1003199.81000000,
137,Lucy Nash,2026,,,365935.89150000,
140,Lillie Castaneda,2026,,,4005743.52000000,
142,Jana Castaneda,2026,,,656928.40950000,
143,Blake Harvey,2026,,,4300849.96550000,
145,Teri Valencia,2026,,,595812.69000000,
147,Forrest Brandt,2026,,,511127.64000000,
148,Elena Lyons,2026,,,19133.99000000,
150,Alberta York,2026,,,1683569.58000000,
152,Julius Wilkins,2026,,,730919.92000000,
153,Gilbert Doyle,2026,,,2205027.93000000,
154,Amy Morris,2026,,,519077.93000000,
156,Socorro Bean,2026,,,861519.89000000,
157,Carroll Bullock,2026,,,6606009.15000000,
159,Leigh Leach,2026,,,2153423.74000000,
160,Johnnie Valencia,2026,,,2915448.62000000,
161,Joan Barnes,2026,,,293096.94050000,
162,Christine Wood,2026,,,767123.91000000,
164,Jackie Higgins,2026,,,3740225.48000000,
165,Alma Hutchinson,2026,,,3181793.67000000,
166,Verna Krause,2026,,,2140173.42350000,
170,Christina Ellis,2026,,,1311379.65000000,
172,Michael Brown,2026,,,3265769.02550000,
173,Linda Jones,2026,,,2516759.58000000,
175,Daron Hess,2026,,,362197.50000000,
176,Rolland Buck,2026,,,1004512.63000000,
177,Terry Ford,2026,,,862883.82000000,
178,Elma Salinas,2026,,,151919.52000000,
179,Connor Ortiz,2026,,,1941723.71000000,
180,Lynnette Donaldson,2026,,,2313322.33950000,
181,Kyle Hamilton,2026,,,10672993.49000000,
182,Alan Pierce,2026,,,2465819.55000000,
183,Shelley Ericksen,2026,,,1292483.79000000,
185,Adam Coleman,2026,,,148262.04050000,
186,Noreen Yates,2026,,,1549061.59000000,
187,Tami Mclean,2026,,,1967231.52000000,
189,Madeline Mays,2026,,,1085887.68000000,
192,Christian Carpenter,2026,,,1354664.61000000,
196,Rocco Brennan,2026,,,3682324.29000000,
197,Verna Krause,2026,,,1978157.37000000,
199,Dolly Lambert,2026,,,1590111.68000000,
200,Andre Hampton,2026,,,423129.83850000,
201,Rudy Sutton,2026,,,3356555.16000000,
204,Garry Huff,2026,,,2457055.68000000,
205,Miriam Berg,2026,,,3191779.94900000,
206,Theresa Austin,2026,,,1608159.80000000,
208,Daniel Lee,2026,,,3745872.44100000,
211,Teri Valencia,2026,,,784391.71000000,
214,Rufus Sutton,2026,,,3384057.59000000,
215,Rolando Hammond,2026,,,96690.99000000,
216,Marie Watkins,2026,,,636126.17900000,
217,Catherine Hughes,2026,,,256175.82300000,
218,Salvatore Odonnell,2026,,,689023.68000000,
219,Ollie Barton,2026,,,3621003.18000000,
221,Jaime Booker,2026,,,1866347.73000000,
222,Hilda Blake,2026,,,1137947.86000000,
224,Ann Marshall,2026,,,248567.97000000,
226,Aaron Powell,2026,,,259161.02800000,
227,Evelyn Fisher,2026,,,548833.81000000,
229,Dino Decker,2026,,,218591.56000000,
230,Eunice Conley,2026,,,1556099.50000000,
231,Grant Sutton,2026,,,2106002.49000000,
234,Anna Ortiz,2026,,,1547189.54000000,
238,Estelle Hays,2026,,,1402695.39000000,
239,Devin Burton,2026,,,829401.86000000,
240,Joann Sullivan,2026,,,458409.90000000,
241,Stephanie Roberts,2026,,,3235502.29000000,
242,Vernon Hood,2026,,,3671850.52950000,
244,Giovanni Koch,2026,,,1865837.74000000,
247,Debra Bennett,2026,,,2654202.92800000,
248,Russell Duncan,2026,,,2201973.77000000,
249,Alma Hutchinson,2026,,,694339.80000000,
250,Lamont Velez,2026,,,1813371.78000000,
251,Rodolfo Gallagher,2026,,,582495.92000000,
254,Beverly Weaver,2026,,,531725.74500000,
256,Wilbert Lambert,2026,,,3380167.28000000,
257,Winifred Bender,2026,,,6862318.78000000,
258,Lucille Calderon,2026,,,138257.85000000,
260,Freddie Rubio,2026,,,3968.93000000,
261,Daren Booth,2026,,,1125134.67000000,
263,Julie Bell,2026,,,3503071.45000000,
265,Garrett Huff,2026,,,280724.85000000,
266,Lillian Berry,2026,,,759296.81000000,
267,Rosie Mora,2026,,,2085860.54000000,
270,Dino Decker,2026,,,70461.49800000,
272,Clark Doyle,2026,,,4546701.21000000,
273,Lillian Berry,2026,,,6145789.09000000,
274,Lana Middleton,2026,,,429209.95000000,
275,Alexander Gray,2026,,,892559.76000000,
276,Devin Burton,2026,,,657583.48000000,
279,Dewayne Solis,2026,,,2087986.35050000,
280,Denise Grant,2026,,,1254359.08450000,
281,Nina Browning,2026,,,4374860.43000000,
282,Thomas Anderson,2026,,,964837.08200000,
283,Hilda Blake,2026,,,1226162.49000000,
284,Derek Bishop,2026,,,4097044.35000000,
285,Walter Patterson,2026,,,2603437.69000000,
286,Marshall Barton,2026,,,1308077.10600000,
290,Bettie Berg,2026,,,305989.96000000,
292,Robin Winters,2026,,,3361634.63000000,
293,Julia Ruiz,2026,,,45114.65000000,
294,Kurtis Tate,2026,,,2192255.64000000,
295,Rashad Villarreal,2026,,,9367536.98000000,
298,Darnell Sharp,2026,,,1444079.76000000,
299,Betty White,2026,,,1136704.57000000,
300,Leticia Klein,2026,,,1943291.74000000,
301,Eric Cook,2026,,,4978660.59550000,
303,Solomon Wilkins,2026,,,477329.86000000,
304,Troy Joseph,2026,,,2203390.71000000,
305,Elva Roach,2026,,,1759085.79000000,
306,Moshe Stein,2026,,,1467679.80000000,
307,Luther Heath,2026,,,6127935.08000000,
308,Kevin Green,2026,,,3816970.25000000,
309,Jennie Salinas,2026,,,529577.94000000,
310,Ola Baxter,2026,,,2904029.78550000,
312,Rolando Hammond,2026,,,9439.80000000,
314,Derek Bishop,2026,,,2275549.75000000,
319,Samuel Watson,2026,,,3041852.44000000,
320,Carlos Graves,2026,,,3690967.57000000,
324,Ricardo Tapia,2026,,,1072035.83550000,
325,Dixie Potter,2026,,,2184450.50000000,
326,Rolland Buck,2026,,,852567.81000000,
327,Erin Meyer,2026,,,412437.87000000,
328,Henry Perry,2026,,,3001487.52000000,
329,Dallas Frederick,2026,,,4656135.16000000,
331,Hector Lambert,2026,,,4310965.17000000,
332,James Smith,2026,,,1842895.63000000,
333,Rebecca Phillips,2026,,,1822343.34000000,
335,Suzanne Holland,2026,,,97337.97000000,
336,Mateo Sherman,2026,,,2177915.74000000,
338,Raul Morse,2026,,,3173066.55000000,
339,Elena Lyons,2026,,,3736571.58000000,
340,Adrian Pacheco,2026,,,3810529.13000000,
342,Jane Ryan,2026,,,1393174.75000000,
343,Sergio Mcgee,2026,,,976833.49800000,
344,Cecilia Brock,2026,,,6941327.61000000,
